eta,grid,time,linear_iterations
0.1,32,0.005384077978276365,3
0.1,32,0.005923485776104002,3
0.1,32,0.006516834353714403,3
0.1,32,0.007169517789085845,3
0.1,32,0.00788746956799443,3
0.1,32,0.008677216524793875,3
0.1,32,0.009545938177273262,3
0.1,32,0.01050153199500059,3
0.1,32,0.01155268519450065,3
0.1,32,0.01270895371395072,3
0.1,32,0.01398084908534579,3
0.1,32,0.01537993399388037,3
0.1,32,0.01691892739326841,3
0.1,32,0.01861182013259525,3
0.1,32,0.02047400214585477,3
0.1,32,0.02252240236044025,3
0.1,32,0.02477564259648428,3
0.1,32,0.02725420685613271,3
0.1,32,0.02998062754174599,5
0.1,32,0.03297969029592059,5
0.1,32,0.03627865932551265,5
0.1,32,0.03990752525806392,5
0.1,32,0.04389927778387032,5
0.1,32,0.0481445577826788,5
0.1,32,0.05230256083788608,5
0.1,32,0.05636726579346925,5
0.1,32,0.06035124966152763,5
0.1,32,0.0642659771764241,5
0.1,32,0.06812106250438411,5
0.1,32,0.07192459136241147,5
0.1,32,0.07568341750168538,5
0.1,32,0.07940339290729126,5
0.1,32,0.08308954683808507,5
0.1,32,0.08674622681741569,5
0.1,32,0.09037721100788398,5
0.1,32,0.09398579877176474,5
0.1,32,0.09757488439322674,5
0.1,32,0.1,5
0.1,64,1e-06,2
0.1,64,2.1e-06,2
0.1,64,3.31e-06,2
0.1,64,4.641000000000001e-06,2
0.1,64,6.105100000000001e-06,2
0.1,64,7.715610000000002e-06,2
0.1,64,9.487171000000002e-06,2
0.1,64,1.14358881e-05,2
0.1,64,1.357947691e-05,2
0.1,64,1.5937424601e-05,2
0.1,64,1.853116706110001e-05,2
0.1,64,2.138428376721001e-05,2
0.1,64,2.452271214393101e-05,2
0.1,64,2.797498335832411e-05,2
0.1,64,3.177248169415653e-05,2
0.1,64,3.594972986357219e-05,2
0.1,64,4.05447028499294e-05,2
0.1,64,4.559917313492235e-05,2
0.1,64,5.115909044841459e-05,2
0.1,64,5.727499949325605e-05,2
0.1,64,6.400249944258165e-05,2
0.1,64,7.140274938683982e-05,2
0.1,64,7.954302432552381e-05,2
0.1,64,8.849732675807619e-05,2
0.1,64,9.834705943388383e-05,2
0.1,64,0.0001091817653772722,2
0.1,64,0.0001210999419149994,2
0.1,64,0.0001342099361064994,2
0.1,64,0.0001486309297171494,2
0.1,64,0.0001644940226888643,2
0.1,64,0.0001819434249577508,2
0.1,64,0.0002011377674535259,2
0.1,64,0.0002222515441988785,2
0.1,64,0.0002454766986187664,2
0.1,64,0.000271024368480643,2
0.1,64,0.0002991268053287073,2
0.1,64,0.0003300394858615781,2
0.1,64,0.0003640434344477359,3
0.1,64,0.0004014477778925096,3
0.1,64,0.0004425925556817605,3
0.1,64,0.0004878518112499367,3
0.1,64,0.0005376369923749304,3
0.1,64,0.0005924006916124235,3
0.1,64,0.0006526407607736659,3
0.1,64,0.0007189048368510325,3
0.1,64,0.0007917953205361358,3
0.1,64,0.0008719748525897494,3
0.1,64,0.0009601723378487245,3
0.1,64,0.001057189571633597,3
0.1,64,0.001163908528796957,3
0.1,64,0.001281299381676653,3
0.1,64,0.001410429319844318,3
0.1,64,0.00155247225182875,3
0.1,64,0.001708719477011625,3
0.1,64,0.001880591424712788,3
0.1,64,0.002069650567184067,3
0.1,64,0.002277615623902474,3
0.1,64,0.002506377186292721,3
0.1,64,0.002758014904921994,3
0.1,64,0.003034816395414193,3
0.1,64,0.003339298034955613,3
0.1,64,0.003674227838451174,3
0.1,64,0.004042650622296292,3
0.1,64,0.004447915684525921,3
0.1,64,0.004893707252978514,3
0.1,64,0.005384077978276365,3
0.1,64,0.005923485776104002,3
0.1,64,0.006516834353714403,3
0.1,64,0.007169517789085845,3
0.1,64,0.00788746956799443,4
0.1,64,0.008677216524793875,4
0.1,64,0.009545938177273262,4
0.1,64,0.01050153199500059,4
0.1,64,0.01155268519450065,4
0.1,64,0.01270895371395072,4
0.1,64,0.01398084908534579,4
0.1,64,0.01537993399388037,5
0.1,64,0.01691892739326841,5
0.1,64,0.01861182013259525,5
0.1,64,0.02047400214585477,5
0.1,64,0.02252240236044025,5
0.1,64,0.02462233541950711,5
0.1,64,0.02667670804779485,5
0.1,64,0.02868668814746281,5
0.1,64,0.0306583624576515,5
0.1,64,0.03259708454793458,5
0.1,64,0.03450734630345794,5
0.1,64,0.03639293579119665,5
0.1,64,0.03825707246980702,5
0.1,64,0.04010251221156264,5
0.1,64,0.04193162938838325,5
0.1,64,0.04374648184310942,5
0.1,64,0.04554886293595019,5
0.1,64,0.04734034370356806,5
0.1,64,0.04912230736540119,6
0.1,64,0.05089597784459257,6
0.1,64,0.05266244356411427,6
0.1,64,0.0544226774829288,6
0.1,64,0.05617755411924222,6
0.1,64,0.05792786414568229,6
0.1,64,0.05967432701900192,6
0.1,64,0.06141760201379957,6
0.1,64,0.06315829795795862,6
0.1,64,0.06488842260811967,6
0.1,64,0.06655966837317158,6
0.1,64,0.0681798799918043,6
0.1,64,0.06975882220052648,6
0.1,64,0.07130479870199889,6
0.1,64,0.07282482758168211,6
0.1,64,0.07432494586168484,6
0.1,64,0.07581044297982954,6
0.1,64,0.0772860351317735,6
0.1,64,0.07875599763697921,6
0.1,64,0.08022426725192525,6
0.1,64,0.08169452246666795,6
0.1,64,0.08317024722278002,6
0.1,64,0.08465478169532366,6
0.1,64,0.08615136246281657,6
0.1,64,0.08764486628860577,6
0.1,64,0.08907220150254803,6
0.1,64,0.09043928656185138,6
0.1,64,0.09175527428476672,6
0.1,64,0.09302791963425855,6
0.1,64,0.09426363976157938,6
0.1,64,0.09546781083229597,6
0.1,64,0.09664500153580868,6
0.1,64,0.09779371578956458,6
0.1,64,0.09891584503325912,6
0.1,64,0.1,6
0.1,128,1e-06,2
0.1,128,2.1e-06,2
0.1,128,3.31e-06,2
0.1,128,4.641000000000001e-06,2
0.1,128,6.105100000000001e-06,2
0.1,128,7.715610000000002e-06,2
0.1,128,9.487171000000002e-06,2
0.1,128,1.14358881e-05,2
0.1,128,1.357947691e-05,2
0.1,128,1.5937424601e-05,2
0.1,128,1.853116706110001e-05,2
0.1,128,2.138428376721001e-05,2
0.1,128,2.452271214393101e-05,2
0.1,128,2.797498335832411e-05,2
0.1,128,3.177248169415653e-05,2
0.1,128,3.594972986357219e-05,2
0.1,128,4.05447028499294e-05,2
0.1,128,4.559917313492235e-05,2
0.1,128,5.115909044841459e-05,2
0.1,128,5.727499949325605e-05,2
0.1,128,6.400249944258165e-05,2
0.1,128,7.140274938683982e-05,2
0.1,128,7.954302432552381e-05,2
0.1,128,8.849732675807619e-05,2
0.1,128,9.834705943388383e-05,2
0.1,128,0.0001091817653772722,2
0.1,128,0.0001210999419149994,3
0.1,128,0.0001342099361064994,3
0.1,128,0.0001486309297171494,3
0.1,128,0.0001644940226888643,3
0.1,128,0.0001819434249577508,3
0.1,128,0.0002011377674535259,3
0.1,128,0.0002222515441988785,3
0.1,128,0.0002454766986187664,3
0.1,128,0.000271024368480643,3
0.1,128,0.0002991268053287073,3
0.1,128,0.0003300394858615781,3
0.1,128,0.0003640434344477359,3
0.1,128,0.0004014477778925096,3
0.1,128,0.0004425925556817605,3
0.1,128,0.0004878518112499367,3
0.1,128,0.0005376369923749304,3
0.1,128,0.0005924006916124235,3
0.1,128,0.0006526407607736659,3
0.1,128,0.0007189048368510325,3
0.1,128,0.0007917953205361358,3
0.1,128,0.0008719748525897494,3
0.1,128,0.0009601723378487245,3
0.1,128,0.001057189571633597,3
0.1,128,0.001163908528796957,3
0.1,128,0.001281299381676653,3
0.1,128,0.001410429319844318,3
0.1,128,0.00155247225182875,3
0.1,128,0.001708719477011625,3
0.1,128,0.001880591424712788,3
0.1,128,0.002069650567184067,3
0.1,128,0.002277615623902474,3
0.1,128,0.002506377186292721,3
0.1,128,0.002758014904921994,4
0.1,128,0.003034816395414193,4
0.1,128,0.003339298034955613,4
0.1,128,0.003674227838451174,4
0.1,128,0.004042650622296292,4
0.1,128,0.004447915684525921,4
0.1,128,0.004893707252978514,4
0.1,128,0.005384077978276365,5
0.1,128,0.005923485776104002,5
0.1,128,0.006516834353714403,5
0.1,128,0.007169517789085845,5
0.1,128,0.00788746956799443,5
0.1,128,0.008677216524793875,5
0.1,128,0.009545938177273262,5
0.1,128,0.01050153199500059,6
0.1,128,0.01155268519450065,6
0.1,128,0.01260183789413914,6
0.1,128,0.01362782209330592,6
0.1,128,0.014632740888303,6
0.1,128,0.01561954950562471,6
0.1,128,0.01659077903006903,6
0.1,128,0.01754855891007462,6
0.1,128,0.0184946940441256,6
0.1,128,0.01943072723574582,6
0.1,128,0.02035798781489322,6
0.1,128,0.02127762990007296,6
0.1,128,0.02219066292192069,6
0.1,128,0.023097976297852,6
0.1,128,0.02400035963708895,6
0.1,128,0.02489851949904451,6
0.1,128,0.02579309347572041,6
0.1,128,0.02668466218767702,6
0.1,128,0.02757375965164238,6
0.1,128,0.02846088238136748,6
0.1,128,0.0293464975119517,6
0.1,128,0.03023105018457792,6
0.1,128,0.03111497038842435,6
0.1,128,0.03199867942576191,6
0.1,128,0.03288259614202262,6
0.1,128,0.03376714304252237,6
0.1,128,0.03465275239929922,6
0.1,128,0.03553776819321412,6
0.1,128,0.0364209974072754,6
0.1,128,0.03730489651443399,6
0.1,128,0.03816269495486018,6
0.1,128,0.03897011598373804,6
0.1,128,0.03973402045955324,6
0.1,128,0.0404618118913858,6
0.1,128,0.0411594203408434,6
0.1,128,0.04183156986593019,6
0.1,128,0.04248208997080465,6
0.1,128,0.04311413969776962,6
0.1,128,0.04373036643965682,6
0.1,128,0.0443330208453537,6
0.1,128,0.04492404176729854,6
0.1,128,0.04550512027633701,6
0.1,128,0.04607774872422121,6
0.1,128,0.04664325891293243,6
0.1,128,0.0472028521849885,6
0.1,128,0.04775762342151381,6
0.1,128,0.04830858037221122,6
0.1,128,0.04885665935040363,6
0.1,128,0.04940273804882922,6
0.1,128,0.04994764603061509,6
0.1,128,0.05049217330040649,6
0.1,128,0.05103707724665307,6
0.1,128,0.05158308815640332,6
0.1,128,0.05213091343091935,6
0.1,128,0.05268124056865629,8
0.1,128,0.05323473892810816,8
0.1,128,0.05379206023468475,8
0.1,128,0.05435383775296147,8
0.1,128,0.05492068401002005,8
0.1,128,0.05549318693255956,8
0.1,128,0.05607190425996532,8
0.1,128,0.05665735613562809,8
0.1,128,0.05722350138420843,8
0.1,128,0.05776187658058943,8
0.1,128,0.05827641510135018,8
0.1,128,0.05877099545513324,8
0.1,128,0.05924874141336154,8
0.1,128,0.05971217049399874,8
0.1,128,0.06016334349422418,8
0.1,128,0.06060397297005673,8
0.1,128,0.06103550155122996,8
0.1,128,0.06145915960028428,8
0.1,128,0.06187600850710759,8
0.1,128,0.06228697378539848,8
0.1,128,0.06269287079888844,8
0.1,128,0.06309442508606695,8
0.1,128,0.06349228868771768,8
0.1,128,0.06388705350140055,8
0.1,128,0.06427926242327181,8
0.1,128,0.06466941884783484,8
0.1,128,0.06505799495404566,8
0.1,128,0.06544543909632904,8
0.1,128,0.06583218253361081,8
0.1,128,0.06621864566505091,8
0.1,128,0.06660524389626783,8
0.1,128,0.06699239323294963,8
0.1,128,0.06738051568735583,8
0.1,128,0.0677700445839263,8
0.1,128,0.06816142985937317,8
0.1,128,0.06855514346713137,8
0.1,128,0.06895168501388393,8
0.1,128,0.06935158777637213,8
0.1,128,0.06975542527043528,8
0.1,128,0.07016381857287425,8
0.1,128,0.07057744463294988,10
0.1,128,0.07099704585775979,10
0.1,128,0.07142344131929623,10
0.1,128,0.07183963559579502,8
0.1,128,0.07225105269642321,10
0.1,128,0.07266593000075393,10
0.1,128,0.07306620660408937,10
0.1,128,0.07345299731572454,8
0.1,128,0.07382832680088812,8
0.1,128,0.07419392194421852,8
0.1,128,0.07455121554053203,8
0.1,128,0.07490140983902925,8
0.1,128,0.07524552713449441,8
0.1,128,0.07558444777391307,8
0.1,128,0.07591893908074301,8
0.1,128,0.07624967775897205,8
0.1,128,0.07657726754649988,8
0.1,128,0.07690225335804331,8
0.1,128,0.0772251328040363,8
0.1,128,0.07754636573137122,8
0.1,128,0.07786638226535687,8
0.1,128,0.07818558971546925,8
0.1,128,0.07850437862464693,8
0.1,128,0.07882312818278311,8
0.1,128,0.07914221118289622,8
0.1,128,0.07946199866867777,8
0.1,128,0.07978286440164629,8
0.1,128,0.08010518926294675,8
0.1,128,0.08042927028239359,8
0.1,128,0.08075401858354102,8
0.1,128,0.08107976656485928,8
0.1,128,0.08140692868408853,8
0.1,128,0.08173593887674695,8
0.1,128,0.08206725247353451,8
0.1,128,0.08240135169163623,8
0.1,128,0.08273875180547066,8
0.1,128,0.08308000801051776,8
0.1,128,0.0834257231644198,8
0.1,128,0.08377655663539309,8
0.1,128,0.0841332345406018,8
0.1,128,0.08449018179022694,8
0.1,128,0.08484083184487506,8
0.1,128,0.08518575891623657,8
0.1,128,0.08552585632854721,8
0.1,128,0.08586193980508623,8
0.1,128,0.08619474340050648,8
0.1,128,0.08652493528812927,8
0.1,128,0.08685313182695313,8
0.1,128,0.08717990936464182,8
0.1,128,0.08750581429436184,8
0.1,128,0.08782951923923854,8
0.1,128,0.08814862659612829,8
0.1,128,0.08846368263332791,8
0.1,128,0.08877532144203459,8
0.1,128,0.08908304466750001,8
0.1,128,0.08938658581772543,8
0.1,128,0.08968649987867784,8
0.1,128,0.08998332664654728,8
0.1,128,0.0902775547018102,8
0.1,128,0.09056962986164718,8
0.1,128,0.09085996439873653,8
0.1,128,0.09114894495464178,8
0.1,128,0.09143693936595451,8
0.1,128,0.09172430267374451,8
0.1,128,0.09201138253515254,8
0.1,128,0.09229852421475365,8
0.1,128,0.09258607530466902,8
0.1,128,0.09287439030353102,8
0.1,128,0.09316383517327252,8
0.1,128,0.09345479198803687,8
0.1,128,0.09374766379059576,8
0.1,128,0.09404287977829769,8
0.1,128,0.09434090095296334,8
0.1,128,0.09464222638794452,8
0.1,128,0.09494740029190961,8
0.1,128,0.09525702008455546,8
0.1,128,0.09557174574689996,8
0.1,128,0.09588366380800396,8
0.1,128,0.09619276951292374,8
0.1,128,0.09649966366907335,8
0.1,128,0.09680493305150321,8
0.1,128,0.09710912668293871,8
0.1,128,0.0974127640242522,8
0.1,128,0.09771634362874448,8
0.1,128,0.09802035087513289,8
0.1,128,0.09832526499022123,8
0.1,128,0.0986315656088885,8
0.1,128,0.09893973908814424,8
0.1,128,0.09925028477120941,8
0.1,128,0.09956142863453411,8
0.1,128,0.09986568055480384,8
0.1,128,0.1,8
0.1,256,1e-06,3
0.1,256,2.1e-06,3
0.1,256,3.31e-06,3
0.1,256,4.641000000000001e-06,3
0.1,256,6.105100000000001e-06,3
0.1,256,7.715610000000002e-06,3
0.1,256,9.487171000000002e-06,3
0.1,256,1.14358881e-05,3
0.1,256,1.357947691e-05,3
0.1,256,1.5937424601e-05,3
0.1,256,1.853116706110001e-05,3
0.1,256,2.138428376721001e-05,3
0.1,256,2.452271214393101e-05,3
0.1,256,2.797498335832411e-05,3
0.1,256,3.177248169415653e-05,3
0.1,256,3.594972986357219e-05,3
0.1,256,4.05447028499294e-05,3
0.1,256,4.559917313492235e-05,3
0.1,256,5.115909044841459e-05,3
0.1,256,5.727499949325605e-05,3
0.1,256,6.400249944258165e-05,3
0.1,256,7.140274938683982e-05,3
0.1,256,7.954302432552381e-05,3
0.1,256,8.849732675807619e-05,3
0.1,256,9.834705943388383e-05,3
0.1,256,0.0001091817653772722,3
0.1,256,0.0001210999419149994,3
0.1,256,0.0001342099361064994,3
0.1,256,0.0001486309297171494,3
0.1,256,0.0001644940226888643,3
0.1,256,0.0001819434249577508,3
0.1,256,0.0002011377674535259,3
0.1,256,0.0002222515441988785,3
0.1,256,0.0002454766986187664,3
0.1,256,0.000271024368480643,3
0.1,256,0.0002991268053287073,3
0.1,256,0.0003300394858615781,3
0.1,256,0.0003640434344477359,3
0.1,256,0.0004014477778925096,3
0.1,256,0.0004425925556817605,3
0.1,256,0.0004878518112499367,3
0.1,256,0.0005376369923749304,3
0.1,256,0.0005924006916124235,3
0.1,256,0.0006526407607736659,3
0.1,256,0.0007189048368510325,3
0.1,256,0.0007917953205361358,3
0.1,256,0.0008719748525897494,4
0.1,256,0.0009601723378487245,4
0.1,256,0.001057189571633597,4
0.1,256,0.001163908528796957,4
0.1,256,0.001281299381676653,4
0.1,256,0.001410429319844318,4
0.1,256,0.00155247225182875,4
0.1,256,0.001708719477011625,4
0.1,256,0.001880591424712788,4
0.1,256,0.002069650567184067,4
0.1,256,0.002277615623902474,4
0.1,256,0.002506377186292721,5
0.1,256,0.002758014904921994,5
0.1,256,0.003034816395414193,5
0.1,256,0.003339298034955613,5
0.1,256,0.003674227838451174,6
0.1,256,0.004042650622296292,6
0.1,256,0.004447915684525921,6
0.1,256,0.004893707252978514,6
0.1,256,0.005384077978276365,6
0.1,256,0.005923485776104002,6
0.1,256,0.006454145986431899,6
0.1,256,0.006973482278200473,6
0.1,256,0.007482963307118398,6
0.1,256,0.007984029866313492,6
0.1,256,0.008477904363579137,6
0.1,256,0.008965625567434408,6
0.1,256,0.009448085749755327,6
0.1,256,0.009926059956141181,6
0.1,256,0.01040022900817516,6
0.1,256,0.01087119787483473,6
0.1,256,0.01133951060725638,6
0.1,256,0.01180566270463979,6
0.1,256,0.0122701115533174,6
0.1,256,0.01273328542342212,6
0.1,256,0.01319559139608123,6
0.1,256,0.01365742251412394,6
0.1,256,0.0141191643911426,8
0.1,256,0.01458120147059834,8
0.1,256,0.01504392309353024,8
0.1,256,0.01550772950646441,8
0.1,256,0.01597303791679805,8
0.1,256,0.0164402886779918,8
0.1,256,0.01689639849933965,8
0.1,256,0.01732659533104529,8
0.1,256,0.01773457137818543,8
0.1,256,0.0181243944103005,8
0.1,256,0.01849931701860913,8
0.1,256,0.01886192893390671,8
0.1,256,0.01921433392895282,8
0.1,256,0.01955827587325596,8
0.1,256,0.01989522738935293,8
0.1,256,0.02022645367133608,8
0.1,256,0.02055305954538575,8
0.1,256,0.02087602494463033,8
0.1,256,0.02119623219699188,8
0.1,256,0.02151448741839152,8
0.1,256,0.02183153759393542,8
0.1,256,0.02214808446232048,8
0.1,256,0.02246479600342502,8
0.1,256,0.02278231611131753,8
0.1,256,0.02310127288065382,8
0.1,256,0.02342228582157654,8
0.1,256,0.02374597223177735,8
0.1,256,0.02407295288334492,8
0.1,256,0.02440385711737802,8
0.1,256,0.0247393273724544,8
0.1,256,0.02508002309418173,8
0.1,256,0.02541506655090168,8
0.1,256,0.02573325380384423,8
0.1,256,0.0260369108478513,8
0.1,256,0.02632869884725018,8
0.1,256,0.02661076101581678,8
0.1,256,0.02688481352192498,8
0.1,256,0.02715225736648986,8
0.1,256,0.0274142588477645,8
0.1,256,0.02767180656535955,8
0.1,256,0.0279257526979351,8
0.1,256,0.0281768435766204,8
0.1,256,0.0284257427913126,8
0.1,256,0.02867304896609892,8
0.1,256,0.02891930964571495,8
0.1,256,0.02916503228397804,8
0.1,256,0.02941069302353811,8
0.1,256,0.02965674374839586,8
0.1,256,0.02990361774235542,8
0.1,256,0.03015173417626735,8
0.1,256,0.03040150156021456,8
0.1,256,0.03065332022352821,8
0.1,256,0.03090758381769923,8
0.1,256,0.03116467976756477,8
0.1,256,0.03142498851668094,8
0.1,256,0.03168888131398245,8
0.1,256,0.03195671615961874,8
0.1,256,0.03222883136029229,10
0.1,256,0.03250553595138265,10
0.1,256,0.03277433327307427,10
0.1,256,0.03303130106417732,10
0.1,256,0.03327821575871128,10
0.1,256,0.03351682313050098,10
0.1,256,0.03374852841660329,10
0.1,256,0.0339744634995296,10
0.1,256,0.03419555330151807,10
0.1,256,0.03441256390829709,10
0.1,256,0.03462613752255272,10
0.1,256,0.03483681850462809,10
0.1,256,0.03503935758586547,10
0.1,256,0.03522860685953652,10
0.1,256,0.03541089141069359,10
0.1,256,0.03559299999631243,10
0.1,256,0.03578130098073466,10
0.1,256,0.03596436353952435,10
0.1,256,0.03613524829322588,10
0.1,256,0.03629860129672945,10
0.1,256,0.036459828589648,8
0.1,256,0.0366241931395191,10
0.1,256,0.03679690988964066,10
0.1,256,0.03697570514713047,10
0.1,256,0.03714259259254014,10
0.1,256,0.03730043253969247,10
0.1,256,0.03745388032766107,8
0.1,256,0.03760764627382155,8
0.1,256,0.03776643709660694,10
0.1,256,0.03793507749405228,10
0.1,256,0.03810940117573471,10
0.1,256,0.03827255041193346,10
0.1,256,0.03842727102911409,10
0.1,256,0.03857799763187681,8
0.1,256,0.03872924936409299,8
0.1,256,0.0388855695805209,10
0.1,256,0.03905163076909744,10
0.1,256,0.03922481649453832,10
0.1,256,0.03938719544190723,10
0.1,256,0.0395415957114495,8
0.1,256,0.03969257767225261,8
0.1,256,0.03984473143722938,8
0.1,256,0.04000263416647134,10
0.1,256,0.04017097628041683,10
0.1,256,0.04034059889814294,10
0.1,256,0.04050066815081119,10
0.1,256,0.04065502978313928,8
0.1,256,0.04080854176068761,10
0.1,256,0.0409659582228702,10
0.1,256,0.0411319961418983,10
0.1,256,0.04130315413973707,10
0.1,256,0.04146556818940949,10
0.1,256,0.0416231030473387,10
0.1,256,0.04178095802823142,10
0.1,256,0.04194410614920739,10
0.1,256,0.04210997967032534,10
0.1,256,0.04227562001243174,10
0.1,256,0.04243772733524707,10
0.1,256,0.04260045621921557,10
0.1,256,0.04276604932461862,10
0.1,256,0.04293222459456493,10
0.1,256,0.0430990729703265,10
0.1,256,0.04326680747636109,10
0.1,256,0.04343565365062383,10
0.1,256,0.04360584667060445,10
0.1,256,0.04377763386519296,10
0.1,256,0.04395127769581041,10
0.1,256,0.0441270590419586,10
0.1,256,0.04430504099115417,10
0.1,256,0.04448468945112478,10
0.1,256,0.04466624635995254,10
0.1,256,0.04485000842937453,8
0.1,256,0.04503629729706282,8
0.1,256,0.0452254073896507,8
0.1,256,0.0454152498369195,8
0.1,256,0.04559891347984521,8
0.1,256,0.04577695579080045,8
0.1,256,0.04595025500102511,8
0.1,256,0.04611955661439292,8
0.1,256,0.04628548045257106,8
0.1,256,0.04644854833228518,8
0.1,256,0.04660920581046472,8
0.1,256,0.04676783852775494,8
0.1,256,0.0469247846794063,8
0.1,256,0.04708034471326387,8
0.1,256,0.04723478901297801,8
0.1,256,0.0473883640980888,8
0.1,256,0.04754129772147815,8
0.1,256,0.04769380314220839,8
0.1,256,0.04784608278104242,8
0.1,256,0.04799833141671092,8
0.1,256,0.04815073904638498,8
0.1,256,0.04830349350956297,8
0.1,256,0.04845678295772602,8
0.1,256,0.04861024244463297,8
0.1,256,0.04876386305748856,8
0.1,256,0.04891784503205816,8
0.1,256,0.04907240069863864,8
0.1,256,0.0492277470633034,8
0.1,256,0.04938410801161439,8
0.1,256,0.04954171706070837,10
0.1,256,0.0497008202730251,10
0.1,256,0.04986141731611518,10
0.1,256,0.05002368442148773,10
0.1,256,0.05018787689858389,10
0.1,256,0.0503542743382443,10
0.1,256,0.05052318209143049,10
0.1,256,0.05069493594075949,10
0.1,256,0.0508699076797992,10
0.1,256,0.05104851169253152,10
0.1,256,0.05122330885925019,10
0.1,256,0.05139321717585274,10
0.1,256,0.05155891510049489,10
0.1,256,0.05172106298036877,10
0.1,256,0.05188021683972804,10
0.1,256,0.05203684658147526,10
0.1,256,0.05219135467378722,10
0.1,256,0.05234409051748575,10
0.1,256,0.05249536147602343,10
0.1,256,0.05264505157039935,10
0.1,256,0.0527930927494991,10
0.1,256,0.05293975837345099,10
0.1,256,0.0530853147102751,10
0.1,256,0.05323000691295986,10
0.1,256,0.05337406309325642,10
0.1,256,0.05351769865121075,10
0.1,256,0.05366112005579101,10
0.1,256,0.0538045281837824,10
0.1,256,0.05394812134222934,10
0.1,256,0.05409209807838807,10
0.1,256,0.05423665986499638,10
0.1,256,0.05438201373830989,10
0.1,256,0.05452837496068266,10
0.1,256,0.05467596977773901,10
0.1,256,0.05482486768224695,10
0.1,256,0.05497468790936286,10
0.1,256,0.05512559874338772,10
0.1,256,0.05527780601029805,10
0.1,256,0.05543153136199876,10
0.1,256,0.05558701439160452,10
0.1,256,0.05574451627674284,10
0.1,256,0.05590432399929997,10
0.1,256,0.05606675522665656,10
0.1,256,0.05623216401920679,10
0.1,256,0.05639854272546239,10
0.1,256,0.05656508787185436,10
0.1,256,0.05673033011807103,10
0.1,256,0.05689081739541825,10
0.1,256,0.05704707076858639,10
0.1,256,0.0571997419791147,10
0.1,256,0.05734938647596022,10
0.1,256,0.05749647342874921,10
0.1,256,0.05764140465622399,10
0.1,256,0.0577845295295404,10
0.1,256,0.05792615640477809,10
0.1,256,0.05806656154462116,10
0.1,256,0.05820599622312673,10
0.1,256,0.05834469250174039,10
0.1,256,0.05848286802641706,10
0.1,256,0.05862073010234477,10
0.1,256,0.05875847923896488,10
0.1,256,0.05889631231404767,10
0.1,256,0.05903442547535705,11
0.1,256,0.0591730168779495,11
0.1,256,0.05931228934182588,11
0.1,256,0.05945245300683241,11
0.1,256,0.05959372805836185,11
0.1,256,0.05973634759796735,11
0.1,256,0.05987931024176217,11
0.1,256,0.06002267485241951,11
0.1,256,0.06016660589268132,11
0.1,256,0.06031127919338759,11
0.1,256,0.06045687976888428,11
0.1,256,0.06060360435607861,11
0.1,256,0.06075166440881984,11
0.1,256,0.06090128941283265,11
0.1,256,0.0610527306016249,11
0.1,256,0.06120626518152757,12
0.1,256,0.06136220119902729,10
0.1,256,0.06152088321676074,10
